영화코드,영화명,누적관객수,배우파워,평점,코멘트수,일차,일차2,일차3,국적군,감독평균최대관객수,감독.group,배급사평균최대관객수,배급사.group,장르평균최대관객수,장르.group,요일구분,월.group,평점계,기사수,등급평균최대관객수,공휴일평균관객수,공휴일누적평균관객수,공휴일총합
398,어바웃 타임,1461627,16979270,8.61,1499,11,121,1331,2,2472639,3,1069502.218,2,849535.2647,2,0,2,12906.39,3982,1731104.126,42032.47881,751700.9334,835765.8909
398,어바웃 타임,1551468,16979270,8.61,1499,12,144,1728,2,2472639,3,1069502.218,2,849535.2647,2,0,2,12906.39,3982,1731104.126,42032.47881,793733.4122,835765.8909
398,어바웃 타임,1631723,16979270,8.61,1499,13,169,2197,2,2472639,3,1069502.218,2,849535.2647,2,0,2,12906.39,3982,1731104.126,42032.47881,835765.891,835765.8909
399,어벤져스: 에이지 오브 울트론,625666,70941209,7.83,9672,0,0,0,0,9640285,5,2628236,3,2008838,4,0,3,75731.76,27405,1676603.312,42032.47881,42032.47881,923540.8953
399,어벤져스: 에이지 오브 울트론,1275470,70941209,7.83,9672,1,1,1,0,9640285,5,2628236,3,2008838,4,1,3,75731.76,27405,1676603.312,42032.47881,84064.95763,923540.8953
399,어벤져스: 에이지 오브 울트론,2431231,70941209,7.83,9672,2,4,8,0,9640285,5,2628236,3,2008838,4,2,3,75731.76,27405,1676603.312,103860.2757,187925.2333,923540.8953
399,어벤져스: 에이지 오브 울트론,3444438,70941209,7.83,9672,3,9,27,0,9640285,5,2628236,3,2008838,4,2,3,75731.76,27405,1676603.312,103860.2757,291785.5091,923540.8953
399,어벤져스: 에이지 오브 울트론,3739563,70941209,7.83,9672,4,16,64,0,9640285,5,2628236,3,2008838,4,0,3,75731.76,27405,1676603.312,42032.47881,333817.9879,923540.8953
399,어벤져스: 에이지 오브 울트론,3997749,70941209,7.83,9672,5,25,125,0,9640285,5,2628236,3,2008838,4,0,3,75731.76,27405,1676603.312,42032.47881,375850.4667,923540.8953
399,어벤져스: 에이지 오브 울트론,4319489,70941209,7.83,9672,6,36,216,0,9640285,5,2628236,3,2008838,4,0,3,75731.76,27405,1676603.312,42032.47881,417882.9455,923540.8953
399,어벤져스: 에이지 오브 울트론,4664133,70941209,7.83,9672,7,49,343,0,9640285,5,2628236,3,2008838,4,0,3,75731.76,27405,1676603.312,42032.47881,459915.4243,923540.8953
399,어벤져스: 에이지 오브 울트론,5436905,70941209,7.83,9672,8,64,512,0,9640285,5,2628236,3,2008838,4,1,2,75731.76,27405,1676603.312,42032.47881,501947.9031,923540.8953
399,어벤져스: 에이지 오브 울트론,6263670,70941209,7.83,9672,9,81,729,0,9640285,5,2628236,3,2008838,4,2,2,75731.76,27405,1676603.312,103860.2757,605808.1788,923540.8953
399,어벤져스: 에이지 오브 울트론,7011605,70941209,7.83,9672,10,100,1000,0,9640285,5,2628236,3,2008838,4,2,2,75731.76,27405,1676603.312,103860.2757,709668.4545,923540.8953
399,어벤져스: 에이지 오브 울트론,7620588,70941209,7.83,9672,11,121,1331,0,9640285,5,2628236,3,2008838,4,0,2,75731.76,27405,1676603.312,42032.47881,751700.9334,923540.8953
399,어벤져스: 에이지 오브 울트론,8333111,70941209,7.83,9672,12,144,1728,0,9640285,5,2628236,3,2008838,4,0,2,75731.76,27405,1676603.312,129807.4832,881508.4166,923540.8953
399,어벤져스: 에이지 오브 울트론,8466698,70941209,7.83,9672,13,169,2197,0,9640285,5,2628236,3,2008838,4,0,2,75731.76,27405,1676603.312,42032.47881,923540.8954,923540.8953
400,어쌔신 크리드,61857,11364845,6.73,431,0,0,0,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,42032.47881,835765.8909
400,어쌔신 크리드,103267,11364845,6.73,431,1,1,1,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,84064.95763,835765.8909
400,어쌔신 크리드,146417,11364845,6.73,431,2,4,8,0,355203,1,1382261,2,2008838,4,1,2,2900.63,1123,1731104.126,42032.47881,126097.4364,835765.8909
400,어쌔신 크리드,233165,11364845,6.73,431,3,9,27,0,355203,1,1382261,2,2008838,4,2,2,2900.63,1123,1731104.126,103860.2757,229957.7122,835765.8909
400,어쌔신 크리드,305232,11364845,6.73,431,4,16,64,0,355203,1,1382261,2,2008838,4,2,2,2900.63,1123,1731104.126,103860.2757,333817.9879,835765.8909
400,어쌔신 크리드,325423,11364845,6.73,431,5,25,125,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,375850.4667,835765.8909
400,어쌔신 크리드,342419,11364845,6.73,431,6,36,216,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,417882.9455,835765.8909
400,어쌔신 크리드,344211,11364845,6.73,431,7,49,343,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,459915.4243,835765.8909
400,어쌔신 크리드,345741,11364845,6.73,431,8,64,512,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,501947.9031,835765.8909
400,어쌔신 크리드,347450,11364845,6.73,431,9,81,729,0,355203,1,1382261,2,2008838,4,1,2,2900.63,1123,1731104.126,42032.47881,543980.3819,835765.8909
400,어쌔신 크리드,349848,11364845,6.73,431,10,100,1000,0,355203,1,1382261,2,2008838,4,2,2,2900.63,1123,1731104.126,103860.2757,647840.6576,835765.8909
400,어쌔신 크리드,352039,11364845,6.73,431,11,121,1331,0,355203,1,1382261,2,2008838,4,2,2,2900.63,1123,1731104.126,103860.2757,751700.9334,835765.8909
400,어쌔신 크리드,353030,11364845,6.73,431,12,144,1728,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,793733.4122,835765.8909
400,어쌔신 크리드,354032,11364845,6.73,431,13,169,2197,0,355203,1,1382261,2,2008838,4,0,2,2900.63,1123,1731104.126,42032.47881,835765.891,835765.8909
401,언더 워터,29441,810684,7.53,300,0,0,0,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,42032.47881,835765.8909
401,언더 워터,58033,810684,7.53,300,1,1,1,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,84064.95763,835765.8909
401,언더 워터,90278,810684,7.53,300,2,4,8,0,858231.7,2,1069502,2,868331.6,2,1,1,2259,525,1731104.126,42032.47881,126097.4364,835765.8909
401,언더 워터,156205,810684,7.53,300,3,9,27,0,858231.7,2,1069502,2,868331.6,2,2,1,2259,525,1731104.126,103860.2757,229957.7122,835765.8909
401,언더 워터,216400,810684,7.53,300,4,16,64,0,858231.7,2,1069502,2,868331.6,2,2,1,2259,525,1731104.126,103860.2757,333817.9879,835765.8909
401,언더 워터,249250,810684,7.53,300,5,25,125,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,375850.4667,835765.8909
401,언더 워터,281711,810684,7.53,300,6,36,216,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,417882.9455,835765.8909
401,언더 워터,289501,810684,7.53,300,7,49,343,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,459915.4243,835765.8909
401,언더 워터,296800,810684,7.53,300,8,64,512,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,501947.9031,835765.8909
401,언더 워터,308193,810684,7.53,300,9,81,729,0,858231.7,2,1069502,2,868331.6,2,1,1,2259,525,1731104.126,42032.47881,543980.3819,835765.8909
401,언더 워터,327074,810684,7.53,300,10,100,1000,0,858231.7,2,1069502,2,868331.6,2,2,1,2259,525,1731104.126,103860.2757,647840.6576,835765.8909
401,언더 워터,345696,810684,7.53,300,11,121,1331,0,858231.7,2,1069502,2,868331.6,2,2,1,2259,525,1731104.126,103860.2757,751700.9334,835765.8909
401,언더 워터,360126,810684,7.53,300,12,144,1728,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,793733.4122,835765.8909
401,언더 워터,374330,810684,7.53,300,13,169,2197,0,858231.7,2,1069502,2,868331.6,2,0,1,2259,525,1731104.126,42032.47881,835765.891,835765.8909
402,언브로큰,27033,1192419,8.42,445,0,0,0,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,42032.47881,835765.8909
402,언브로큰,54852,1192419,8.42,445,1,1,1,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,84064.95763,835765.8909
402,언브로큰,85605,1192419,8.42,445,2,4,8,0,255723,1,1069502,2,2008838,4,1,2,3746.9,946,1731104.126,42032.47881,126097.4364,835765.8909
402,언브로큰,147449,1192419,8.42,445,3,9,27,0,255723,1,1069502,2,2008838,4,2,2,3746.9,946,1731104.126,103860.2757,229957.7122,835765.8909
402,언브로큰,202647,1192419,8.42,445,4,16,64,0,255723,1,1069502,2,2008838,4,2,2,3746.9,946,1731104.126,103860.2757,333817.9879,835765.8909
402,언브로큰,221076,1192419,8.42,445,5,25,125,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,375850.4667,835765.8909
402,언브로큰,238849,1192419,8.42,445,6,36,216,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,417882.9455,835765.8909
402,언브로큰,241245,1192419,8.42,445,7,49,343,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,459915.4243,835765.8909
402,언브로큰,243196,1192419,8.42,445,8,64,512,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,501947.9031,835765.8909
402,언브로큰,245539,1192419,8.42,445,9,81,729,0,255723,1,1069502,2,2008838,4,1,2,3746.9,946,1731104.126,42032.47881,543980.3819,835765.8909
402,언브로큰,249046,1192419,8.42,445,10,100,1000,0,255723,1,1069502,2,2008838,4,2,2,3746.9,946,1731104.126,103860.2757,647840.6576,835765.8909
402,언브로큰,252143,1192419,8.42,445,11,121,1331,0,255723,1,1069502,2,2008838,4,2,2,3746.9,946,1731104.126,103860.2757,751700.9334,835765.8909
402,언브로큰,253521,1192419,8.42,445,12,144,1728,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,793733.4122,835765.8909
402,언브로큰,255019,1192419,8.42,445,13,169,2197,0,255723,1,1069502,2,2008838,4,0,2,3746.9,946,1731104.126,42032.47881,835765.891,835765.8909
403,언프렌디드: 친구삭제,22416,659676,5.07,68,0,0,0,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,42032.47881,835765.8909
403,언프렌디드: 친구삭제,48083,659676,5.07,68,1,1,1,0,218920,1,1069502,2,868331.6,2,1,2,344.76,247,1731104.126,42032.47881,84064.95763,835765.8909
403,언프렌디드: 친구삭제,99993,659676,5.07,68,2,4,8,0,218920,1,1069502,2,868331.6,2,2,2,344.76,247,1731104.126,103860.2757,187925.2333,835765.8909
403,언프렌디드: 친구삭제,146335,659676,5.07,68,3,9,27,0,218920,1,1069502,2,868331.6,2,2,2,344.76,247,1731104.126,103860.2757,291785.5091,835765.8909
403,언프렌디드: 친구삭제,156501,659676,5.07,68,4,16,64,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,333817.9879,835765.8909
403,언프렌디드: 친구삭제,165702,659676,5.07,68,5,25,125,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,375850.4667,835765.8909
403,언프렌디드: 친구삭제,175506,659676,5.07,68,6,36,216,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,417882.9455,835765.8909
403,언프렌디드: 친구삭제,179231,659676,5.07,68,7,49,343,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,459915.4243,835765.8909
403,언프렌디드: 친구삭제,188564,659676,5.07,68,8,64,512,0,218920,1,1069502,2,868331.6,2,1,2,344.76,247,1731104.126,42032.47881,501947.9031,835765.8909
403,언프렌디드: 친구삭제,201117,659676,5.07,68,9,81,729,0,218920,1,1069502,2,868331.6,2,2,2,344.76,247,1731104.126,103860.2757,605808.1788,835765.8909
403,언프렌디드: 친구삭제,211732,659676,5.07,68,10,100,1000,0,218920,1,1069502,2,868331.6,2,2,2,344.76,247,1731104.126,103860.2757,709668.4545,835765.8909
403,언프렌디드: 친구삭제,213623,659676,5.07,68,11,121,1331,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,751700.9334,835765.8909
403,언프렌디드: 친구삭제,215167,659676,5.07,68,12,144,1728,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,793733.4122,835765.8909
403,언프렌디드: 친구삭제,216843,659676,5.07,68,13,169,2197,0,218920,1,1069502,2,868331.6,2,0,2,344.76,247,1731104.126,42032.47881,835765.891,835765.8909
404,얼라이드,47724,8937508,8.52,444,0,0,0,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,42032.47881,835765.8909
404,얼라이드,91236,8937508,8.52,444,1,1,1,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,84064.95763,835765.8909
404,얼라이드,142681,8937508,8.52,444,2,4,8,0,373780,1,1154853,2,1109504,3,1,2,3782.88,919,1731104.126,42032.47881,126097.4364,835765.8909
404,얼라이드,244322,8937508,8.52,444,3,9,27,0,373780,1,1154853,2,1109504,3,2,2,3782.88,919,1731104.126,103860.2757,229957.7122,835765.8909
404,얼라이드,337889,8937508,8.52,444,4,16,64,0,373780,1,1154853,2,1109504,3,2,2,3782.88,919,1731104.126,103860.2757,333817.9879,835765.8909
404,얼라이드,374737,8937508,8.52,444,5,25,125,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,375850.4667,835765.8909
404,얼라이드,409243,8937508,8.52,444,6,36,216,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,417882.9455,835765.8909
404,얼라이드,418161,8937508,8.52,444,7,49,343,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,459915.4243,835765.8909
404,얼라이드,426286,8937508,8.52,444,8,64,512,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,501947.9031,835765.8909
404,얼라이드,435344,8937508,8.52,444,9,81,729,0,373780,1,1154853,2,1109504,3,1,2,3782.88,919,1731104.126,42032.47881,543980.3819,835765.8909
404,얼라이드,449581,8937508,8.52,444,10,100,1000,0,373780,1,1154853,2,1109504,3,2,2,3782.88,919,1731104.126,103860.2757,647840.6576,835765.8909
404,얼라이드,461670,8937508,8.52,444,11,121,1331,0,373780,1,1154853,2,1109504,3,2,2,3782.88,919,1731104.126,103860.2757,751700.9334,835765.8909
404,얼라이드,467682,8937508,8.52,444,12,144,1728,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,793733.4122,835765.8909
404,얼라이드,474109,8937508,8.52,444,13,169,2197,0,373780,1,1154853,2,1109504,3,0,2,3782.88,919,1731104.126,42032.47881,835765.891,835765.8909
405,에베레스트,28282,14219636,6.96,222,0,0,0,0,330909,1,1069502,2,1400551,3,0,2,1545.12,4246,1676603.312,42032.47881,42032.47881,1011315.9
405,에베레스트,61282,14219636,6.96,222,1,1,1,0,330909,1,1069502,2,1400551,3,1,2,1545.12,4246,1676603.312,42032.47881,84064.95763,1011315.9
405,에베레스트,103457,14219636,6.96,222,2,4,8,0,330909,1,1069502,2,1400551,3,2,2,1545.12,4246,1676603.312,103860.2757,187925.2333,1011315.9
405,에베레스트,154193,14219636,6.96,222,3,9,27,0,330909,1,1069502,2,1400551,3,2,2,1545.12,4246,1676603.312,103860.2757,291785.5091,1011315.9
405,에베레스트,212541,14219636,6.96,222,4,16,64,0,330909,1,1069502,2,1400551,3,0,2,1545.12,4246,1676603.312,129807.4832,421592.9923,1011315.9
405,에베레스트,259628,14219636,6.96,222,5,25,125,0,330909,1,1069502,2,1400551,3,0,2,1545.12,4246,1676603.312,129807.4832,551400.4755,1011315.9
405,에베레스트,276347,14219636,6.96,222,6,36,216,0,330909,1,1069502,2,1400551,3,0,2,1545.12,4246,1676603.312,42032.47881,593432.9543,1011315.9
405,에베레스트,284437,14219636,6.96,222,7,49,343,0,330909,1,1069502,2,1400551,3,0,3,1545.12,4246,1676603.312,42032.47881,635465.4331,1011315.9
405,에베레스트,292028,14219636,6.96,222,8,64,512,0,330909,1,1069502,2,1400551,3,1,3,1545.12,4246,1676603.312,42032.47881,677497.912,1011315.9
405,에베레스트,305397,14219636,6.96,222,9,81,729,0,330909,1,1069502,2,1400551,3,2,3,1545.12,4246,1676603.312,103860.2757,781358.1877,1011315.9
405,에베레스트,315823,14219636,6.96,222,10,100,1000,0,330909,1,1069502,2,1400551,3,2,3,1545.12,4246,1676603.312,103860.2757,885218.4634,1011315.9
405,에베레스트,319620,14219636,6.96,222,11,121,1331,0,330909,1,1069502,2,1400551,3,0,3,1545.12,4246,1676603.312,42032.47881,927250.9422,1011315.9
405,에베레스트,323704,14219636,6.96,222,12,144,1728,0,330909,1,1069502,2,1400551,3,0,3,1545.12,4246,1676603.312,42032.47881,969283.421,1011315.9
405,에베레스트,328744,14219636,6.96,222,13,169,2197,0,330909,1,1069502,2,1400551,3,0,3,1545.12,4246,1676603.312,42032.47881,1011315.9,1011315.9
406,에이리언: 커버넌트,281028,17566706,7.07,1393,0,0,0,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,129807.4832,129807.4832,923540.8953
406,에이리언: 커버넌트,362373,17566706,7.07,1393,1,1,1,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,171839.962,923540.8953
406,에이리언: 커버넌트,435348,17566706,7.07,1393,2,4,8,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,213872.4409,923540.8953
406,에이리언: 커버넌트,543303,17566706,7.07,1393,3,9,27,0,1774510,2,1382261,2,1319583,3,1,2,9848.51,1299,1731104.126,42032.47881,255904.9197,923540.8953
406,에이리언: 커버넌트,770113,17566706,7.07,1393,4,16,64,0,1774510,2,1382261,2,1319583,3,2,2,9848.51,1299,1731104.126,103860.2757,359765.1954,923540.8953
406,에이리언: 커버넌트,959957,17566706,7.07,1393,5,25,125,0,1774510,2,1382261,2,1319583,3,2,2,9848.51,1299,1731104.126,103860.2757,463625.4711,923540.8953
406,에이리언: 커버넌트,1018730,17566706,7.07,1393,6,36,216,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,505657.9499,923540.8953
406,에이리언: 커버넌트,1063197,17566706,7.07,1393,7,49,343,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,547690.4287,923540.8953
406,에이리언: 커버넌트,1089169,17566706,7.07,1393,8,64,512,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,589722.9075,923540.8953
406,에이리언: 커버넌트,1111206,17566706,7.07,1393,9,81,729,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,631755.3863,923540.8953
406,에이리언: 커버넌트,1141168,17566706,7.07,1393,10,100,1000,0,1774510,2,1382261,2,1319583,3,1,2,9848.51,1299,1731104.126,42032.47881,673787.8652,923540.8953
406,에이리언: 커버넌트,1197984,17566706,7.07,1393,11,121,1331,0,1774510,2,1382261,2,1319583,3,2,2,9848.51,1299,1731104.126,103860.2757,777648.1409,923540.8953
406,에이리언: 커버넌트,1244927,17566706,7.07,1393,12,144,1728,0,1774510,2,1382261,2,1319583,3,2,2,9848.51,1299,1731104.126,103860.2757,881508.4166,923540.8953
406,에이리언: 커버넌트,1259506,17566706,7.07,1393,13,169,2197,0,1774510,2,1382261,2,1319583,3,0,2,9848.51,1299,1731104.126,42032.47881,923540.8954,923540.8953
407,에픽 : 숲속의 전설,62943,10907195,8.12,217,0,0,0,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,42032.47881,923540.8953
407,에픽 : 숲속의 전설,120883,10907195,8.12,217,1,1,1,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,84064.95763,923540.8953
407,에픽 : 숲속의 전설,178419,10907195,8.12,217,2,4,8,0,953134,2,1382261.388,2,670653.4828,2,1,1,1762.04,582,701045.3636,42032.47881,126097.4364,923540.8953
407,에픽 : 숲속의 전설,297097,10907195,8.12,217,3,9,27,0,953134,2,1382261.388,2,670653.4828,2,2,1,1762.04,582,701045.3636,103860.2757,229957.7122,923540.8953
407,에픽 : 숲속의 전설,413307,10907195,8.12,217,4,16,64,0,953134,2,1382261.388,2,670653.4828,2,2,1,1762.04,582,701045.3636,103860.2757,333817.9879,923540.8953
407,에픽 : 숲속의 전설,451503,10907195,8.12,217,5,25,125,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,375850.4667,923540.8953
407,에픽 : 숲속의 전설,497663,10907195,8.12,217,6,36,216,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,417882.9455,923540.8953
407,에픽 : 숲속의 전설,530395,10907195,8.12,217,7,49,343,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,459915.4243,923540.8953
407,에픽 : 숲속의 전설,628721,10907195,8.12,217,8,64,512,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,129807.4832,589722.9075,923540.8953
407,에픽 : 숲속의 전설,665581,10907195,8.12,217,9,81,729,0,953134,2,1382261.388,2,670653.4828,2,1,1,1762.04,582,701045.3636,42032.47881,631755.3863,923540.8953
407,에픽 : 숲속의 전설,736686,10907195,8.12,217,10,100,1000,0,953134,2,1382261.388,2,670653.4828,2,2,1,1762.04,582,701045.3636,103860.2757,735615.6621,923540.8953
407,에픽 : 숲속의 전설,804226,10907195,8.12,217,11,121,1331,0,953134,2,1382261.388,2,670653.4828,2,2,1,1762.04,582,701045.3636,103860.2757,839475.9378,923540.8953
407,에픽 : 숲속의 전설,818882,10907195,8.12,217,12,144,1728,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,881508.4166,923540.8953
407,에픽 : 숲속의 전설,836742,10907195,8.12,217,13,169,2197,0,953134,2,1382261.388,2,670653.4828,2,0,1,1762.04,582,701045.3636,42032.47881,923540.8954,923540.8953
408,엑소더스: 신들과 왕들,100929,5831896,5.56,897,0,0,0,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,42032.47881,835765.8909
408,엑소더스: 신들과 왕들,194354,5831896,5.56,897,1,1,1,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,84064.95763,835765.8909
408,엑소더스: 신들과 왕들,314616,5831896,5.56,897,2,4,8,0,1774510,2,1382261,2,1158457,3,1,2,4987.32,1285,1676603.312,42032.47881,126097.4364,835765.8909
408,엑소더스: 신들과 왕들,562595,5831896,5.56,897,3,9,27,0,1774510,2,1382261,2,1158457,3,2,2,4987.32,1285,1676603.312,103860.2757,229957.7122,835765.8909
408,엑소더스: 신들과 왕들,773552,5831896,5.56,897,4,16,64,0,1774510,2,1382261,2,1158457,3,2,2,4987.32,1285,1676603.312,103860.2757,333817.9879,835765.8909
408,엑소더스: 신들과 왕들,843914,5831896,5.56,897,5,25,125,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,375850.4667,835765.8909
408,엑소더스: 신들과 왕들,909086,5831896,5.56,897,6,36,216,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,417882.9455,835765.8909
408,엑소더스: 신들과 왕들,964633,5831896,5.56,897,7,49,343,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,459915.4243,835765.8909
408,엑소더스: 신들과 왕들,1024981,5831896,5.56,897,8,64,512,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,501947.9031,835765.8909
408,엑소더스: 신들과 왕들,1097276,5831896,5.56,897,9,81,729,0,1774510,2,1382261,2,1158457,3,1,2,4987.32,1285,1676603.312,42032.47881,543980.3819,835765.8909
408,엑소더스: 신들과 왕들,1246422,5831896,5.56,897,10,100,1000,0,1774510,2,1382261,2,1158457,3,2,2,4987.32,1285,1676603.312,103860.2757,647840.6576,835765.8909
408,엑소더스: 신들과 왕들,1371328,5831896,5.56,897,11,121,1331,0,1774510,2,1382261,2,1158457,3,2,2,4987.32,1285,1676603.312,103860.2757,751700.9334,835765.8909
408,엑소더스: 신들과 왕들,1408024,5831896,5.56,897,12,144,1728,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,793733.4122,835765.8909
408,엑소더스: 신들과 왕들,1444198,5831896,5.56,897,13,169,2197,0,1774510,2,1382261,2,1158457,3,0,2,4987.32,1285,1676603.312,42032.47881,835765.891,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,304295,30380479,7.92,1254,0,0,0,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,42032.47881,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,583442,30380479,7.92,1254,1,1,1,0,2634965,3,1382261,2,2008838,4,1,2,9931.68,3959,1676603.312,42032.47881,84064.95763,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,1177338,30380479,7.92,1254,2,4,8,0,2634965,3,1382261,2,2008838,4,2,2,9931.68,3959,1676603.312,103860.2757,187925.2333,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,1755849,30380479,7.92,1254,3,9,27,0,2634965,3,1382261,2,2008838,4,2,2,9931.68,3959,1676603.312,103860.2757,291785.5091,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,1907767,30380479,7.92,1254,4,16,64,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,333817.9879,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,2032041,30380479,7.92,1254,5,25,125,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,375850.4667,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,2174842,30380479,7.92,1254,6,36,216,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,417882.9455,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,2270844,30380479,7.92,1254,7,49,343,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,459915.4243,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,2423974,30380479,7.92,1254,8,64,512,0,2634965,3,1382261,2,2008838,4,1,2,9931.68,3959,1676603.312,42032.47881,501947.9031,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,2794065,30380479,7.92,1254,9,81,729,0,2634965,3,1382261,2,2008838,4,2,2,9931.68,3959,1676603.312,103860.2757,605808.1788,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,3105164,30380479,7.92,1254,10,100,1000,0,2634965,3,1382261,2,2008838,4,2,2,9931.68,3959,1676603.312,103860.2757,709668.4545,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,3174677,30380479,7.92,1254,11,121,1331,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,751700.9334,835765.8909
409,엑스맨: 데이즈 오브 퓨처 패스트,3251731,30380479,7.92,1254,12,144,1728,0,2634965,3,1382261,2,2008838,4,0,2,9931.68,3959,1676603.312,42032.47881,793733.4122,835765.8909
